PV1MATH,CNTSCHID,CNTSTUID,PAREDINT,HOMEPOS,HISEI,GRADE,ST004D01T,IMMIG,MATHEFF,ANXMAT,REPEAT,ST062Q01TA,DISCLIM,STUBEHA,STAFFSHORT,EDUSHORT,PROATCE,TEACHSUP,SCHLTYPE,ST059Q01TA,SC175Q01JA,ESCS
363.89,75600076.0,75607487.0,16.0,0.274,70.34,-1.0,Female,Native student,-1.5949,0.8757,Repeated at lease once,Never,-1.0233,0.2408,-2.1066,0.4292,1.0,-0.3886,Public,5.0,45.0,0.7363
627.083,75600104.0,75607488.0,16.0,1.9555,70.5,0.0,Male,Native student,0.3603,-0.4577,Never repeated,Never,0.123,-0.335,0.7007,-0.3123,0.7609,-0.3322,Public,8.0,45.0,1.4515
570.418,75600118.0,75607489.0,16.0,1.3005,85.41,0.0,Female,Native student,1.4007,-2.382,Never repeated,Never,0.6387,-0.0956,-2.1066,-0.6483,1.0,-0.1002,Public,5.0,45.0,1.4556
492.343,75600017.0,75607492.0,12.0,-0.5642,26.62,0.0,Female,First-Generation student,,0.3729,Never repeated,Never,-0.1668,-0.335,0.961,-1.4212,0.9875,1.5558,Public,5.0,45.0,-1.1212
555.273,75600066.0,75607494.0,,0.1764,58.77,0.0,Male,Native student,-0.9181,-0.0575,Never repeated,Never,0.1085,-0.7453,-2.1066,-0.6884,0.9839,-0.1002,Public,4.0,50.0,-0.0521
412.382,75600024.0,75607495.0,,-2.0606,,-1.0,Female,Second-Generation student,,,,,,,,,,,Public,,,
426.272,75600140.0,75607496.0,12.0,0.1939,43.19,0.0,Female,Native student,-0.3791,1.1417,Never repeated,Never,-2.4469,-1.1147,0.4622,-0.6483,1.0,-0.3322,Public,5.0,45.0,-0.4872
456.575,75600144.0,75607497.0,12.0,1.6481,17.79,-1.0,Male,Native student,0.9304,,Repeated at lease once,Never,0.3494,0.1795,0.2841,-0.2376,1.0,0.1475,Public,,45.0,-0.3509
660.193,75600200.0,75607498.0,12.0,-0.537,54.27,1.0,Male,Native student,-0.017,-0.4577,Never repeated,Never,-1.0068,0.1447,-2.1066,-1.4212,1.0,-0.3322,Public,6.0,45.0,-0.5876
606.594,75600022.0,75607499.0,14.5,1.3925,65.01,1.0,Female,Native student,-1.1352,1.8003,Never repeated,Never,-0.1006,0.5515,-1.1673,-1.4212,1.0,0.4357,Public,2.0,90.0,0.8555
541.171,75600073.0,75607500.0,14.5,0.7271,75.5,1.0,Male,Native student,-0.0574,-2.382,Never repeated,Never,0.1765,0.8153,0.2841,-0.6483,0.3244,-0.5635,Public,2.0,45.0,0.7718
548.022,75600105.0,75607501.0,16.0,0.951,43.06,1.0,Female,Native student,-0.7356,-0.755,Never repeated,Never,-2.3769,-1.1401,-0.9311,-0.6884,0.9167,0.4357,Public,2.0,40.0,0.5079
536.459,75600200.0,75607502.0,14.5,-1.2332,30.9,1.0,Male,Native student,,,Never repeated,Never,,0.1447,-2.1066,-1.4212,1.0,,Public,6.0,45.0,-0.9006
360.958,75600005.0,75607503.0,14.5,-1.1746,22.77,-1.0,Male,Native student,-1.3801,2.5026,Repeated at lease once,Never,-1.3443,,,,,1.5558,Public,5.0,,-1.0293
572.932,75600029.0,75607504.0,16.0,0.3448,43.33,1.0,Female,Native student,0.4378,-0.0394,Never repeated,Never,0.3045,,,,,0.4357,Public,4.0,,0.2563
546.83,75600239.0,75607505.0,12.0,0.441,44.92,0.0,Male,Native student,-0.1323,-2.249,Never repeated,Never,0.1942,,,,1.0,,Public,,,-0.3499
450.065,75600256.0,75607508.0,16.0,-0.0483,80.92,0.0,Male,Native student,,,Never repeated,Never,,,,,,,Public,,,0.7995
455.907,75600109.0,75607509.0,16.0,0.9663,56.38,1.0,Male,Native student,-0.2908,2.6149,Never repeated,Never,-0.1668,,,,,-1.0693,Public,7.0,,0.7659
527.652,75600028.0,75607510.0,16.0,1.2942,84.61,3.0,Male,Native student,0.6241,-0.9755,Never repeated,One or two times,-0.3382,0.6947,-1.1673,-0.1445,1.0,-0.8059,Public,5.0,45.0,1.4378
507.399,75600230.0,75607511.0,16.0,0.7294,74.79,1.0,Female,First-Generation student,0.9007,1.1606,Never repeated,Never,-0.8362,0.3894,-2.1066,-1.4212,1.0,1.5558,Public,3.0,45.0,1.0132
484.416,75600193.0,75607512.0,14.5,-0.9023,24.53,-1.0,Male,Second-Generation student,-0.3388,-0.5006,Repeated at lease once,Never,-0.5288,-0.5715,1.3465,-1.4212,0.8837,-1.3627,Public,5.0,45.0,-0.8807
541.432,75600139.0,75607513.0,16.0,0.2966,80.75,1.0,Male,Native student,-0.3124,0.3025,Never repeated,Never,-1.0127,,,,1.0,-2.9095,Public,2.0,,0.9424
458.411,75600193.0,75607514.0,12.0,1.6047,80.92,0.0,Female,Native student,-0.3593,-0.1371,Never repeated,Never,-1.0183,-0.5715,1.3465,-1.4212,0.8837,0.1475,Public,9.0,45.0,0.8227
446.732,75600146.0,75607515.0,16.0,0.1088,43.33,0.0,Female,Native student,-0.4957,0.1748,Never repeated,Never,0.4277,0.4651,0.961,-0.6884,1.0,1.5558,Public,4.0,45.0,0.1563
335.147,75600069.0,75607517.0,14.5,0.3534,25.26,-1.0,Male,Second-Generation student,-0.5585,1.0112,Repeated at lease once,Never,-2.3769,0.6935,-2.1066,-1.4212,0.9552,-1.0693,Public,2.0,45.0,-0.3351
406.701,75600045.0,75607518.0,16.0,0.5235,58.07,0.0,Female,Second-Generation student,,,Never repeated,Never,,,,,,-2.7996,Public,,,0.6103
417.757,75600141.0,75607520.0,16.0,-0.2856,79.74,1.0,Female,First-Generation student,-0.3991,,Repeated at lease once,Never,,0.8153,,,,,Public,,45.0,0.6768
464.462,75600175.0,75607521.0,16.0,0.405,52.4,1.0,Female,Native student,-1.2884,2.6109,Never repeated,Never,,-0.9505,-0.2766,-0.4873,1.0,,Private Government-dependent,0.0,45.0,0.453
643.562,75600249.0,75607522.0,14.5,0.8684,65.12,0.0,Male,Native student,,-2.3558,Never repeated,Never,0.7852,-0.8524,-0.3715,-0.949,0.9057,1.5558,Public,5.0,50.0,0.6356
621.768,75600216.0,75607523.0,16.0,0.5475,80.92,1.0,Male,Native student,0.4042,-0.3744,Never repeated,Never,0.7652,,,,,1.5558,Public,4.0,,1.0519
321.167,75600082.0,75607524.0,14.5,-0.7635,17.0,0.0,Male,First-Generation student,0.4954,2.5429,Repeated at lease once,Never,0.7711,-0.3856,-0.6909,-1.4212,0.9726,1.5558,Public,5.0,45.0,-0.9641
661.274,75600028.0,75607525.0,16.0,-0.7933,88.31,1.0,Male,Native student,-0.342,-0.508,Never repeated,Never,0.2139,0.6947,-1.1673,-0.1445,1.0,0.1475,Public,6.0,45.0,0.6235
362.132,75600005.0,75607526.0,6.0,0.3584,25.94,0.0,Female,First-Generation student,-0.5261,-0.1172,Never repeated,Never,0.3847,,,,,0.8211,Public,5.0,,-1.7587
628.986,75600190.0,75607527.0,16.0,1.3173,65.01,1.0,Female,Native student,-0.5131,0.4067,Never repeated,Never,0.7711,-0.6033,0.5236,-0.4941,0.9952,0.1475,Public,4.0,45.0,1.0775
622.995,75600216.0,75607528.0,16.0,1.2841,86.72,1.0,Male,Native student,2.0397,-0.3794,Never repeated,Never,-2.4517,,,,,-0.3322,Public,4.0,,1.4734
532.643,75600032.0,75607530.0,16.0,0.4065,65.64,0.0,Male,Native student,2.0741,-0.5191,Repeated at lease once,Never,-0.3191,0.4147,0.2841,0.4292,1.0,-1.0693,Public,5.0,45.0,0.7037
595.345,75600226.0,75607531.0,14.5,0.7817,28.48,1.0,Female,Native student,0.9557,-2.249,Never repeated,Never,-0.6957,-0.1348,-2.1066,-0.6884,1.0,-0.1002,Public,2.0,45.0,-0.0929
374.364,75600090.0,75607532.0,,-0.1365,,0.0,Male,Native student,,,,,,,,,,,Public,,,
469.362,75600083.0,75607534.0,14.5,0.1975,,0.0,Male,Native student,,,Repeated at lease once,Never,,-0.1692,0.2841,0.2681,0.9398,,Public,,50.0,0.6377
642.748,75600102.0,75607535.0,16.0,0.8718,78.86,1.0,Male,Native student,2.1344,-1.6826,Repeated at lease once,Never,1.0855,,,,,-0.5635,Public,4.0,,1.1503
427.43,75600155.0,75607536.0,6.0,0.7235,17.79,-1.0,Female,Native student,-0.5431,-0.1172,Never repeated,Never,0.2007,0.6764,0.0425,-1.4212,0.0217,-0.3322,Public,4.0,45.0,-1.758
511.301,75600249.0,75607537.0,16.0,0.2199,24.98,0.0,Male,Native student,-0.0574,-2.3945,Never repeated,Never,0.4821,-0.8524,-0.3715,-0.949,0.9057,-0.8059,Public,7.0,50.0,-0.1431
422.549,75600032.0,75607538.0,,-1.3379,,0.0,Female,First-Generation student,,0.5541,Never repeated,Never,0.1548,0.4147,0.2841,0.4292,1.0,,Public,5.0,45.0,
388.727,75600129.0,75607539.0,16.0,0.1446,75.54,0.0,Female,First-Generation student,-1.251,1.0112,Repeated at lease once,One or two times,1.8286,0.1795,0.1276,-0.6483,0.9351,1.5558,Public,,45.0,0.7797
545.416,75600163.0,75607541.0,,0.6245,17.0,0.0,Male,Native student,2.1045,-1.2286,Repeated at lease once,Never,0.3045,-0.335,-1.1673,-1.4212,,-0.1002,Public,5.0,45.0,0.0043
550.265,75600251.0,75607542.0,16.0,0.374,26.62,1.0,Female,First-Generation student,,,Never repeated,Never,,0.8153,-0.1889,-0.2488,0.2162,,Public,0.0,,-0.0468
467.06,75600155.0,75607543.0,14.5,-0.4137,28.48,0.0,Male,Native student,0.3983,-2.382,Never repeated,Never,0.5807,0.6764,0.0425,-1.4212,0.0217,1.5558,Public,5.0,45.0,-0.5992
602.424,75600238.0,75607544.0,9.0,-0.3058,68.54,2.0,Female,Second-Generation student,,,Never repeated,Never,,0.2283,-2.1066,-1.4212,1.0,,Public,4.0,45.0,-0.7279
608.428,75600217.0,75607545.0,14.5,0.5533,75.43,0.0,Female,Native student,-0.1457,,Never repeated,Never,1.6289,-0.0384,-0.5393,-1.4212,1.0,0.4357,Public,5.0,45.0,0.6968
624.225,75600094.0,75607546.0,12.0,1.0221,56.0,0.0,Female,Native student,1.2937,-2.3868,Never repeated,Never,-0.1668,0.1715,0.2199,-1.4212,0.8125,1.5558,Public,5.0,45.0,0.1054
518.227,75600104.0,75607548.0,16.0,0.8962,75.54,0.0,Male,Native student,-0.2689,-0.638,Never repeated,Never,0.7097,-0.335,0.7007,-0.3123,0.7609,-1.3627,Public,5.0,45.0,1.098
647.02,75600160.0,75607549.0,16.0,1.1442,65.12,0.0,Male,Second-Generation student,-0.1245,-1.5486,Never repeated,Never,-0.3586,0.1795,0.2199,-1.4212,1.0,0.8211,Public,3.0,45.0,1.0063
273.739,75600098.0,75607550.0,12.0,0.11,,1.0,Male,First-Generation student,-1.6734,,,,-0.5067,1.0633,-0.0747,-0.4447,1.0,-0.5635,Public,,45.0,-0.7285
536.655,75600236.0,75607551.0,16.0,0.9912,86.72,1.0,Female,Native student,-0.4509,-1.2756,Never repeated,Never,1.8242,-0.0871,-2.1066,-0.6884,0.9371,-0.8059,Public,4.0,50.0,1.3493
654.28,75600091.0,75607552.0,16.0,-0.6226,74.66,1.0,Female,Second-Generation student,2.1607,0.8918,Never repeated,Never,0.3045,0.4781,-2.1066,-1.4212,1.0,-2.1346,Public,4.0,45.0,0.4381
596.817,75600210.0,75607553.0,6.0,-2.022,23.8,0.0,Male,Second-Generation student,-0.1876,-1.6741,Never repeated,Never,1.8365,-1.4545,0.7007,-1.4212,0.7931,1.5558,Public,5.0,45.0,-2.8073
504.002,75600158.0,75607554.0,3.0,-0.0771,32.5,0.0,Female,Second-Generation student,-0.5791,0.1031,Never repeated,Never,0.9993,1.3046,-1.1673,-0.6884,0.0,0.4357,Public,4.0,45.0,-2.327
593.703,75600176.0,75607555.0,,-0.0457,59.85,0.0,Male,Native student,-0.6607,-0.3744,Never repeated,Never,1.0136,,,,,1.5558,Public,6.0,,0.5755
536.664,75600039.0,75607556.0,16.0,0.53,63.03,1.0,Male,Native student,1.0161,0.7889,Never repeated,Never,-1.1621,0.3843,-0.6909,-1.4212,0.5357,1.5558,Public,2.0,90.0,0.7067
564.375,75600181.0,75607557.0,16.0,0.0191,62.39,1.0,Male,First-Generation student,2.195,-2.382,Never repeated,One or two times,-0.8854,-0.7293,-2.1066,-1.4212,0.6889,-0.5635,Private independent,4.0,50.0,0.4782
453.119,75600086.0,75607559.0,16.0,-0.353,57.64,1.0,Female,First-Generation student,-1.8313,1.1287,Never repeated,Never,-1.8819,,,,,0.8211,Public,2.0,,0.2309
568.914,75600253.0,75607560.0,16.0,0.4251,65.25,0.0,Male,Native student,-0.1332,0.6387,Never repeated,Never,-0.9727,,,,0.9091,-0.1002,Public,2.0,45.0,0.7042
454.094,75600139.0,75607561.0,,0.276,,1.0,Male,,,,Never repeated,Never,,,,,1.0,,Public,0.0,,
455.42,75600252.0,75607562.0,14.5,-0.1632,25.95,0.0,Male,Native student,,0.544,Never repeated,Never,-1.8115,,,,,1.5558,Public,6.0,,-0.5409
510.466,75600118.0,75607563.0,14.5,0.0816,14.64,0.0,Male,First-Generation student,-0.4496,-0.1172,Never repeated,Never,-0.1668,-0.0956,-2.1066,-0.6483,1.0,-0.1002,Public,6.0,45.0,-0.6508
596.928,75600162.0,75607564.0,16.0,1.1409,55.25,1.0,Male,Native student,-0.2749,-0.6243,Never repeated,Never,-0.1219,,,,,-0.1002,Public,5.0,,0.8185
373.281,75600165.0,75607566.0,16.0,-0.0509,62.45,-1.0,Female,Native student,-0.3183,1.4533,Never repeated,One or two times,0.0926,0.2408,-2.1066,-1.4212,1.0,0.8211,Public,6.0,45.0,0.4497
437.149,75600043.0,75607567.0,14.5,-0.5004,21.82,0.0,Female,Native student,0.2278,-0.0394,Repeated at lease once,Never,0.7711,0.4781,0.2841,0.1,0.9722,-0.5635,Public,8.0,45.0,-0.7617
330.433,75600057.0,75607568.0,12.0,0.4705,26.85,0.0,Male,Native student,-1.2753,,Never repeated,Never,0.1614,,,,,-0.1002,Public,5.0,,-0.6786
524.271,75600091.0,75607569.0,16.0,-1.0138,52.72,1.0,Female,Second-Generation student,,,Never repeated,Never,0.7029,0.4781,-2.1066,-1.4212,1.0,-0.3322,Public,4.0,45.0,-0.1418
523.615,75600047.0,75607570.0,12.0,0.006,25.04,0.0,Female,Native student,-0.4395,0.429,Never repeated,Never,-0.2938,-1.1147,0.7007,0.1,0.9706,1.5558,Public,6.0,45.0,-0.9095
562.592,75600018.0,75607571.0,16.0,0.0448,76.49,1.0,Male,Native student,1.1989,-0.7447,Never repeated,Never,1.17,-2.0719,-1.1673,-0.4526,0.9762,1.5558,Public,2.0,45.0,0.7553
478.293,75600108.0,75607572.0,16.0,0.612,17.0,-1.0,Female,First-Generation student,,,Repeated at lease once,One or two times,,1.0082,,,0.0909,,Public,,45.0,-0.1277
599.005,75600111.0,75607573.0,16.0,1.5447,76.49,0.0,Male,Native student,2.2512,-1.2756,Never repeated,Never,0.7793,0.2408,-0.4087,0.108,1.0,0.8211,Public,5.0,45.0,1.3906
293.544,75600140.0,75607574.0,6.0,-1.565,,-1.0,Female,First-Generation student,,0.9329,Repeated at lease once,,,-1.1147,0.4622,-0.6483,1.0,,Public,,45.0,-2.6964
527.72,75600062.0,75607575.0,16.0,0.7414,57.03,1.0,Female,Native student,-0.485,,Never repeated,Never,,0.1795,-0.1718,-1.4212,,,Public,0.0,,0.6829
706.815,75600029.0,75607577.0,16.0,1.1528,82.41,1.0,Female,Second-Generation student,0.233,1.5426,Never repeated,Never,-0.1668,,,,,-2.9095,Public,4.0,,1.3364
566.873,75600161.0,75607578.0,9.0,2.1583,61.82,1.0,Male,Native student,-0.822,0.7774,Never repeated,Never,-1.0068,,,,,-1.0693,Public,5.0,,0.1888
378.665,75600090.0,75607579.0,16.0,-1.1265,44.92,0.0,Female,Second-Generation student,-1.7988,-0.0575,Never repeated,Never,-0.9971,,,,,1.5558,Public,4.0,,-0.3368
392.016,75600024.0,75607580.0,12.0,0.0962,43.33,0.0,Male,Native student,-1.0514,0.051,Never repeated,Five or more times,-0.3586,,,,,-1.3627,Public,5.0,,-0.526
624.987,75600169.0,75607581.0,14.5,-0.0461,44.14,0.0,Female,Native student,1.209,-2.249,Never repeated,Never,-1.0414,,,,,0.8211,Public,6.0,,-0.1478
550.173,75600100.0,75607582.0,14.5,0.4419,65.42,0.0,Female,Native student,0.1367,0.7889,Never repeated,Never,-0.0724,0.8988,-0.5635,0.0686,0.7321,0.4357,Public,7.0,45.0,0.4606
519.786,75600238.0,75607583.0,16.0,1.4487,56.0,1.0,Female,Native student,1.0655,0.4067,Never repeated,Never,-0.3306,0.2283,-2.1066,-1.4212,1.0,-0.8059,Public,4.0,45.0,0.963
448.067,75600015.0,75607584.0,16.0,-0.538,27.61,1.0,Female,First-Generation student,-0.191,0.9825,Never repeated,Never,-0.2771,0.976,-1.1673,-0.949,0.5769,1.5558,Public,2.0,90.0,-0.4144
515.167,75600128.0,75607585.0,14.5,-0.3024,35.34,1.0,Male,Native student,-0.0759,1.4533,Never repeated,Never,1.7678,-0.4428,-0.2982,-1.4212,0.9358,1.5558,Public,3.0,45.0,-0.4226
579.735,75600022.0,75607586.0,16.0,1.4519,33.66,1.0,Male,Native student,0.9211,-0.2885,Never repeated,Never,-0.6957,0.5515,-1.1673,-1.4212,1.0,-1.3627,Public,0.0,90.0,0.5426
368.465,75600135.0,75607587.0,14.5,-1.6154,,0.0,Male,Second-Generation student,-0.4597,,Never repeated,One or two times,0.7029,0.6935,0.0276,-1.4212,0.8,0.1475,Public,8.0,45.0,-0.496
687.311,75600261.0,75607588.0,16.0,1.6315,70.34,3.0,Female,Native student,1.2831,-0.2885,Never repeated,One or two times,-0.8589,-0.9505,-0.6909,-1.4212,,0.1475,Public,8.0,45.0,1.3112
520.57,75600029.0,75607589.0,14.5,-0.4343,43.33,1.0,Female,Native student,1.2531,0.1931,Never repeated,Never,-0.1254,,,,,-0.3322,Public,4.0,,-0.3276
636.137,75600044.0,75607590.0,16.0,1.1014,72.3,1.0,Female,Native student,1.209,-0.5006,Never repeated,Never,-0.963,-0.9505,-2.1066,-1.4212,0.0189,0.8211,Public,4.0,45.0,1.1237
494.82,75600190.0,75607591.0,16.0,0.4918,70.34,1.0,Male,Native student,0.699,0.8251,Never repeated,Never,0.488,-0.6033,0.5236,-0.4941,0.9952,-0.8059,Public,4.0,45.0,0.8285
696.851,75600055.0,75607592.0,16.0,1.3175,75.54,1.0,Female,Native student,0.5277,-0.7447,Never repeated,Never,0.3926,-0.6823,-0.5393,-0.9432,,-0.1002,Public,4.0,45.0,1.2764
346.847,75600130.0,75607593.0,6.0,-1.2584,31.08,0.0,Female,Second-Generation student,-1.0121,,Repeated at lease once,Never,-0.1499,-0.335,0.2841,0.5886,0.9444,,Public,,50.0,-2.3464
428.337,75600240.0,75607595.0,12.0,-0.6627,,-1.0,Female,Second-Generation student,,,Never repeated,Never,,-0.335,1.3305,0.8339,0.9286,,Public,,45.0,-0.747
530.521,75600085.0,75607597.0,16.0,0.9153,76.49,1.0,Female,Native student,0.5167,-0.638,Never repeated,Never,-0.1668,0.6482,-1.1673,-1.4212,1.0,0.4357,Public,2.0,45.0,1.124
511.455,75600263.0,75607598.0,12.0,0.1838,25.04,0.0,Male,Native student,-0.6889,-0.5191,Never repeated,Never,0.0585,0.2211,-0.6909,-1.4212,1.0,1.5558,Public,7.0,45.0,-0.8342
691.651,75600029.0,75607599.0,16.0,2.6181,88.7,1.0,Female,Native student,,,Never repeated,Never,0.0926,,,,,-0.3322,Public,4.0,,2.0758
524.599,75600089.0,75607601.0,14.5,-1.2476,58.77,0.0,Female,Native student,,,Never repeated,Never,,-1.4335,-0.5393,-1.4212,0.4889,,Private independent,,120.0,-0.3805
321.875,75600240.0,75607602.0,14.5,0.3282,75.54,-1.0,Male,Native student,,,Never repeated,,,-0.335,1.3305,0.8339,0.9286,,Public,6.0,45.0,0.6036
501.921,75600255.0,75607603.0,9.0,-0.0738,17.0,1.0,Female,Second-Generation student,-0.3173,0.905,Never repeated,Never,0.3658,0.4781,0.4622,-1.4212,0.98,-1.0693,Public,0.0,45.0,-1.6028
435.029,75600037.0,75607604.0,16.0,-0.7137,50.73,0.0,Male,Second-Generation student,-0.2051,0.133,Repeated at lease once,Never,1.8242,-3.3785,-1.1673,-1.4212,0.0,0.4357,Public,5.0,45.0,-0.0523
569.385,75600213.0,75607605.0,16.0,1.5009,75.54,1.0,Male,Second-Generation student,,,Never repeated,Never,,0.9876,-1.1673,-0.6483,0.0164,,Public,4.0,45.0,1.3541
268.172,75600135.0,75607606.0,9.0,-0.9705,26.64,0.0,Female,,-1.7086,,Never repeated,Never,,0.6935,0.0276,-1.4212,0.8,,Public,4.0,45.0,-1.8006
360.731,75600250.0,75607609.0,,,,0.0,Male,,,,,,,0.1795,0.2975,0.6299,0.9261,,Public,,45.0,
487.658,75600120.0,75607610.0,3.0,-0.4166,25.04,1.0,Female,Second-Generation student,-2.6072,-2.3558,Never repeated,Never,-0.0784,0.6058,-2.1066,-0.4907,0.5593,-1.7015,Public,0.0,45.0,-2.6117
361.515,75600052.0,75607611.0,9.0,-0.392,,0.0,Female,First-Generation student,-0.4701,0.8251,Repeated at lease once,Never,-0.0902,-0.0384,0.6857,-0.113,0.9898,-0.8059,Public,5.0,45.0,-1.1352
364.186,75600132.0,75607612.0,16.0,-1.8094,30.34,0.0,Male,First-Generation student,,,Never repeated,Never,,0.9325,0.4622,-0.1413,0.1638,,Public,,45.0,-0.9014
598.69,75600041.0,75607613.0,14.5,0.9758,28.48,0.0,Male,Native student,-0.8487,,Never repeated,Never,1.8242,-0.3925,0.4622,-1.4212,0.8571,1.5558,Public,4.0,45.0,-0.0107
416.207,75600039.0,75607615.0,12.0,0.8049,55.25,1.0,Female,Native student,,,Never repeated,Never,,0.3843,-0.6909,-1.4212,0.5357,,Public,0.0,90.0,-0.0007
463.379,75600065.0,75607616.0,,0.3596,32.5,0.0,Male,First-Generation student,,,Never repeated,Never,,,,,,,Public,,,-0.2997
388.351,75600025.0,75607617.0,,-1.0242,20.95,0.0,Male,First-Generation student,,,Never repeated,Never,-0.33,0.0761,0.4622,-1.4212,,-1.0693,Public,5.0,45.0,-1.6539
590.372,75600127.0,75607618.0,16.0,1.8387,79.74,0.0,Female,Second-Generation student,,,Never repeated,Never,-0.5028,,,,,1.5558,Public,5.0,,1.5765
568.603,75600185.0,75607619.0,16.0,0.491,71.39,0.0,Female,Native student,,,Never repeated,Never,,0.0321,-0.5393,-0.2376,0.9137,,Public,4.0,45.0,0.848
315.528,75600069.0,75607621.0,12.0,-3.1999,24.53,-1.0,Male,First-Generation student,,,Never repeated,Never,,0.6935,-2.1066,-1.4212,0.9552,,Public,,45.0,-2.2769
465.262,75600221.0,75607622.0,16.0,0.5321,79.05,0.0,Female,Second-Generation student,-0.6983,2.635,Never repeated,Never,1.6706,,,,,-1.3627,Public,5.0,,1.01
378.67,75600001.0,75607624.0,14.5,-1.3545,73.91,0.0,Male,Second-Generation student,,,Never repeated,Never,,,,,,,Public,,,-0.1399
551.424,75600244.0,75607625.0,14.5,1.061,76.65,0.0,Male,Native student,-0.1008,-2.382,Never repeated,Never,-0.2931,0.1795,0.4622,-0.3123,0.0,1.5558,Public,3.0,45.0,0.9349
579.791,75600216.0,75607626.0,16.0,1.4272,72.83,1.0,Male,Second-Generation student,1.3692,-1.0075,Never repeated,Never,0.7793,,,,,-0.1002,Public,4.0,,1.2717
430.705,75600237.0,75607627.0,16.0,-0.0256,44.94,0.0,Male,Native student,0.0579,0.7889,Never repeated,Never,1.5567,1.1989,-0.9311,-1.4212,1.0,0.8211,Public,5.0,45.0,0.1298
469.882,75600065.0,75607628.0,16.0,0.0969,,0.0,Male,First-Generation student,-0.0276,1.9397,Repeated at lease once,Never,0.6764,,,,,-0.1002,Public,,,-0.2262
535.72,75600169.0,75607629.0,16.0,0.1967,21.82,0.0,Male,Native student,-0.3593,-0.2885,Never repeated,Never,0.7793,,,,,0.1475,Public,6.0,,-0.2126
382.638,75600135.0,75607630.0,9.0,1.2757,17.0,0.0,Male,,,,,,,0.6935,0.0276,-1.4212,0.8,,Public,,45.0,-1.0313
654.108,75600056.0,75607631.0,16.0,1.4869,70.34,3.0,Female,Native student,-0.1705,0.1932,Never repeated,One or two times,1.1487,,,,0.9896,-0.1002,Public,4.0,40.0,1.25
619.126,75600097.0,75607632.0,14.5,-0.2696,75.13,1.0,Female,Native student,2.1839,-2.3558,Never repeated,Never,-1.319,0.5704,-2.1066,0.8493,,-0.3322,Public,2.0,45.0,0.3426
693.995,75600166.0,75607633.0,16.0,1.4055,82.41,1.0,Male,Native student,2.0869,-0.7107,Never repeated,Never,0.1166,1.0305,-0.1548,-0.6924,0.6369,-0.1002,Public,4.0,45.0,1.4434
573.422,75600020.0,75607635.0,12.0,0.7688,70.5,2.0,Female,Native student,-0.2808,-1.2788,Never repeated,Never,0.2002,0.2498,-1.1673,-0.9432,0.0132,0.1475,Public,2.0,65.0,0.2719
417.793,75600001.0,75607637.0,12.0,-0.0076,75.54,0.0,Female,Second-Generation student,,,Never repeated,Never,0.0968,,,,,-0.5635,Public,6.0,,0.0382
474.841,75600153.0,75607639.0,,,,-1.0,Male,,,,,,,-1.4545,-2.1066,-1.4212,0.9667,,Public,,45.0,
380.952,75600010.0,75607640.0,16.0,-0.2781,59.89,0.0,Male,Native student,-0.7333,0.7889,Never repeated,Never,-1.0127,-0.0956,-0.5393,-1.4212,0.9615,-0.1002,Public,8.0,45.0,0.3051
486.096,75600208.0,75607641.0,16.0,1.4076,44.14,1.0,Female,Native student,-0.3068,0.602,Never repeated,Never,-0.3664,0.2913,-1.1673,-0.6924,0.0,0.1475,Public,4.0,45.0,0.7217
514.48,75600120.0,75607642.0,16.0,0.6939,30.78,1.0,Female,Native student,-0.1924,0.1748,Never repeated,Never,0.0968,0.6058,-2.1066,-0.4907,0.5593,-0.3322,Public,2.0,45.0,0.1672
357.977,75600082.0,75607643.0,6.0,-1.2992,25.23,0.0,Female,Second-Generation student,,,Repeated at lease once,Never,0.1997,-0.3856,-0.6909,-1.4212,0.9726,,Public,5.0,45.0,-2.4742
520.636,75600182.0,75607644.0,14.5,-0.9164,28.48,1.0,Female,Second-Generation student,2.0086,-0.508,Never repeated,Never,0.0926,-0.6983,,,,1.5558,Public,1.0,,-0.8121
568.483,75600081.0,75607645.0,16.0,0.34,83.09,0.0,Female,Native student,,,Never repeated,Never,,,,,,,Public,,,1.005
627.421,75600073.0,75607646.0,14.5,0.7614,39.02,1.0,Male,Native student,-0.0936,-1.2788,Never repeated,Never,0.7029,0.8153,0.2841,-0.6483,0.3244,-0.3322,Public,1.0,45.0,0.0975
624.628,75600161.0,75607647.0,16.0,1.0642,75.54,1.0,Female,Second-Generation student,-0.1637,0.051,Never repeated,Never,-0.0784,,,,,-0.5635,Public,4.0,,1.1692
594.774,75600145.0,75607648.0,14.5,0.4196,,1.0,Female,Native student,2.0876,-0.9979,Never repeated,Three or four times,1.1571,0.4282,-2.1066,-1.4212,1.0,-0.3322,Public,5.0,45.0,0.2956
584.931,75600013.0,75607649.0,14.5,-0.6922,26.85,0.0,Female,First-Generation student,-0.1965,1.2595,Never repeated,One or two times,-0.3664,0.6121,-0.2766,-0.9432,1.0,-0.1002,Public,5.0,50.0,-0.7479
572.252,75600209.0,75607650.0,16.0,-0.2672,65.12,0.0,Male,Native student,0.9217,-1.6625,Never repeated,Never,0.7852,-3.3785,-0.5393,-1.4212,0.9677,0.4357,Public,3.0,45.0,0.4085
